id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
313,I,0.5625,0.4125,0.125,1.45999925,0.5386405,0.396893,0.4252425,5.0
314,I,1.15,0.9375,0.3125,15.35125425,6.64795775,3.3168915,4.15320175,10.0
315,M,1.6125,1.3125,0.425,34.529691,17.293195,7.711064,10.489315,9.0
316,F,1.5625,1.2125,0.4375,38.51279575,14.78426425,7.15824875,10.3475675,14.0
317,M,0.9375,0.7,0.25,7.49844275,3.2601925,1.85689225,2.4097075,10.0
318,I,1.325,1.0875,0.35,19.901349,8.71747125,3.72795925,6.23689,8.0
319,I,1.3,1.025,0.35,17.2081465,8.34892775,3.6570855,5.00368675,9.0
320,M,1.3625,1.025,0.325,21.47474625,8.32057825,4.63514325,7.5126175,13.0
321,M,1.225,0.9875,0.3,15.91824425,7.10154975,3.07592075,4.7343665,9.0
322,M,1.6375,1.3125,0.4375,42.297454,15.09610875,9.185238,12.190285,13.0
323,M,1.425,1.125,0.4125,24.323871,11.38232425,5.93922025,6.9456275,8.0
324,I,1.1,0.8125,0.2625,10.3475675,4.72019175,2.11203775,3.35941575,8.0
325,F,1.2125,0.8875,0.3,14.61416725,5.71242425,2.73572675,4.6776675,12.0
326,F,1.65,1.2625,0.475,38.4702715,17.179797,9.07184,10.20582,10.0
327,F,1.525,1.2125,0.475,36.7693015,14.69921575,7.44174375,11.4815475,14.0
328,F,1.5625,1.25,0.375,36.0322145,16.329312,7.78193775,9.02931575,11.0
329,F,1.625,1.3125,0.475,42.354153,20.53921275,11.01378075,12.2186345,10.0
330,M,1.0625,0.8625,0.275,13.8062065,6.7188315,2.14038725,3.21766825,8.0
331,I,1.1875,0.925,0.3125,15.71979775,6.6621325,3.10427025,4.3941725,11.0
332,I,1.125,0.9125,0.275,14.81261375,6.76135575,2.42388225,4.53592,8.0
333,M,1.3125,1.075,0.425,23.24659,10.47514025,4.32329875,6.9456275,11.0
334,I,1.2875,1.0125,0.3,16.8112535,7.72523875,3.84135725,5.273007,8.0
335,I,1.025,0.775,0.25,10.27669375,4.60679375,1.80019325,2.9766975,7.0
336,I,1.0,0.775,0.25,9.6104805,3.78465825,2.2963095,2.891649,7.0
337,M,1.5375,1.1875,0.3875,33.622507,13.6928085,8.2497045,10.0640725,16.0
338,I,1.2125,0.925,0.3375,15.35125425,8.12213175,2.608154,4.9611625,11.0
339,I,1.1625,0.9125,0.3125,14.7700895,6.13766675,3.005047,4.1106775,8.0
340,M,1.675,1.3125,0.45,42.921143,16.726205,9.5537815,12.0485375,13.0
341,I,1.175,0.9125,0.3125,13.2392165,6.4920355,3.50116325,3.572037,8.0
342,I,1.0,0.75,0.2125,8.618248,4.0539785,1.80019325,2.16873675,7.0
343,I,1.0625,0.8125,0.25,10.27669375,4.46504625,2.25378525,2.26796,7.0
344,M,1.6125,1.25,0.4125,41.4753185,17.8318355,9.56795625,11.66581925,12.0
345,I,0.9125,0.675,0.2125,6.25106475,3.27436725,1.17650425,1.984465,6.0
346,M,1.1,0.8625,0.275,10.44679075,4.32329875,2.438057,3.5436875,9.0
347,F,1.425,1.125,0.3875,25.92561775,10.77281,5.00368675,7.7961125,12.0
348,I,1.2875,1.0,0.35,16.839603,6.73300625,3.72795925,5.953395,8.0
349,I,0.9625,0.75,0.2375,9.07184,3.24601775,1.68679525,2.1262125,11.0
350,M,1.55,1.1875,0.4,32.10580875,14.84096325,7.10154975,8.00873375,9.0
351,I,1.475,1.125,0.4125,24.90503575,10.659412,4.77689075,7.2291225,12.0
352,I,1.15,0.8875,0.25,12.43125575,5.783298,2.50893075,3.33106625,6.0
353,I,0.925,0.7125,0.2,6.08096775,2.7499015,1.31825175,1.984465,6.0
354,I,1.2875,0.9875,0.3125,17.0380495,7.6260155,3.6003865,4.8477645,8.0
355,I,0.525,0.375,0.1125,1.31825175,0.4819415,0.4252425,0.4252425,5.0
356,M,1.4125,1.1,0.3625,28.22192725,14.35902175,6.30776375,6.80388,10.0
357,M,1.3875,1.1125,0.3375,21.95668775,9.808927,4.5075705,7.3425205,11.0
358,M,1.1875,0.925,0.3125,18.313777,7.257472,4.57844425,5.6699,12.0
359,M,1.45,1.1875,0.3875,24.323871,10.6877615,4.40834725,7.5126175,9.0
360,I,1.075,0.8,0.3125,12.60135275,5.42892925,2.87747425,3.8271825,8.0
361,I,0.975,0.7375,0.275,8.15048125,3.35941575,1.48834875,2.2963095,6.0
362,M,1.5125,1.1625,0.4375,31.2694985,13.79203175,8.00873375,9.07184,9.0
363,I,0.95,0.725,0.2375,6.47786075,2.96252275,1.43164975,2.1262125,7.0
364,F,1.8125,1.5,0.5,50.802304,23.926978,10.4042665,13.60776,13.0
365,M,1.375,1.125,0.375,27.68328675,10.47514025,5.896696,9.39785925,10.0
366,F,1.525,1.2,0.4,30.91512975,11.226402,6.0951425,10.0640725,13.0
367,M,1.35,1.0125,0.375,21.0069795,9.25611175,4.12485225,5.953395,9.0
368,I,0.9875,0.7,0.2375,7.9095105,3.27436725,1.6726205,2.26796,7.0
369,F,1.3875,1.025,0.35,18.75319425,8.15048125,4.63514325,5.329706,10.0
370,I,1.2,0.8875,0.3125,14.2030995,5.68407475,3.07592075,4.6776675,8.0
371,I,0.95,0.75,0.25,7.72523875,3.55786225,1.48834875,2.4097075,7.0
372,M,1.45,1.175,0.3625,27.62658775,12.00601325,5.1312595,8.6465975,9.0
373,I,1.15,0.9125,0.2625,12.7289255,6.8322295,2.93417325,3.04757125,7.0
374,I,0.6,0.45,0.1625,2.11203775,0.9355335,0.52446575,0.60951425,4.0
375,M,1.575,1.225,0.4,36.1867765,16.5277585,6.973977,8.9300925,10.0
376,F,1.45,1.175,0.35,27.8108595,12.00601325,5.216308,9.2135875,15.0
377,M,1.6,1.2625,0.4125,32.545226,14.5432935,6.8322295,10.489315,12.0
378,I,1.075,0.8,0.2375,11.8217415,5.4147545,2.48058125,2.9199985,7.0
379,M,1.5125,1.2,0.4375,32.98464325,13.93377925,6.3786375,9.4970825,13.0
380,I,1.175,0.8875,0.3125,13.08329425,6.67630725,2.67902775,3.2601925,7.0
381,F,1.325,1.05,0.4,22.66542525,9.56795625,4.8477645,7.93786,13.0
382,F,1.325,1.0625,0.325,21.885814,9.07184,4.932813,5.5281525,12.0
383,I,0.875,0.6875,0.225,5.85417175,2.721552,1.6159215,1.70097,7.0
384,F,1.475,1.1625,0.3625,27.88173325,12.71475075,5.159609,7.654365,10.0
385,I,0.6,0.45,0.15,2.16873675,0.8788345,0.52446575,0.60951425,4.0
386,M,1.3125,1.0375,0.3625,21.9708625,8.618248,4.422522,7.2291225,10.0
387,F,1.425,1.0875,0.375,28.7180435,13.87708025,5.85417175,7.83863675,11.0
388,M,1.45,1.125,0.375,26.29416125,10.035723,5.54232725,7.824462,9.0
389,M,1.7125,1.3375,0.4625,42.354153,20.808533,8.448151,12.757275,10.0
390,I,1.0125,0.7625,0.25,8.901743,3.40194,1.7293195,2.26796,7.0
391,M,1.4875,1.15,0.3625,27.6407625,11.963489,6.81805475,7.5126175,10.0
392,F,1.6125,1.225,0.4375,37.591437,13.9763035,9.87980075,11.90679,10.0
393,F,1.325,1.0375,0.325,23.85610425,7.9095105,5.0745605,7.93786,16.0
394,M,1.2375,1.0,0.325,16.51358375,6.67630725,4.60679375,5.2446575,8.0
395,M,1.45,1.1125,0.3875,26.818627,12.0485375,5.51397775,7.5126175,9.0
396,M,1.6125,1.2625,0.4,39.2640575,17.73261225,8.60407325,11.1980525,10.0
397,I,0.7,0.55,0.1875,3.86970675,1.63009625,0.77961125,0.9922325,6.0
398,F,1.4625,1.1875,0.4125,24.664065,9.79475225,5.48562825,7.7961125,9.0
399,M,1.4875,1.1625,0.4125,29.15746075,12.65805175,6.917278,8.6465975,15.0
400,M,1.425,1.125,0.35,26.32251075,11.3398,6.066793,6.6621325,8.0
401,F,1.25,1.0,0.325,16.45688475,6.30776375,3.8838815,5.10291,8.0
402,I,1.0375,0.8375,0.2875,12.99824575,5.82582225,2.65067825,2.9766975,7.0
403,I,0.7375,0.55,0.2,3.67126025,1.474174,0.737087,0.9922325,5.0
404,I,0.4375,0.3625,0.1125,0.86465975,0.35436875,0.21262125,0.3118445,4.0
405,F,1.325,1.0125,0.325,20.36911575,9.1001895,5.11708475,5.953395,10.0
406,I,0.7,0.525,0.175,2.73572675,1.34660125,0.623689,0.850485,6.0
407,I,1.1125,0.8375,0.25,11.509897,4.63514325,2.2963095,3.8271825,9.0
408,I,0.9125,0.6625,0.225,6.47786075,3.0900955,1.37495075,1.871067,6.0
409,M,1.4625,1.1375,0.425,32.31843,13.777857,7.654365,9.922325,13.0
410,I,0.6375,0.475,0.1125,2.16873675,0.963883,0.4252425,0.7087375,3.0
411,F,1.2125,0.95,0.2875,16.8112535,6.577084,3.40194,4.35164825,10.0
412,M,1.475,1.175,0.3625,27.78251,10.8011595,6.520385,8.0796075,9.0
413,I,0.725,0.525,0.2,2.8066005,1.26155275,0.60951425,0.850485,5.0
414,M,1.7375,1.35,0.4875,51.199197,19.504456,10.6877615,14.0330025,14.0
415,M,1.55,1.2,0.4125,29.24250925,12.88484775,7.427569,8.9300925,11.0
416,M,1.175,0.9125,0.325,18.427175,8.63242275,3.64291075,4.9611625,10.0
417,F,1.475,1.2,0.4375,37.137845,13.947954,7.4559185,11.90679,18.0
418,F,1.0875,0.8375,0.3,11.6516445,4.74854125,2.608154,3.8271825,10.0
419,M,1.2625,0.9375,0.3125,12.74310025,5.953395,2.93417325,3.685435,9.0
420,F,1.55,1.2125,0.3875,32.205032,14.13222575,8.221355,8.9300925,8.0
421,I,1.2375,0.9875,0.3125,16.79707875,8.731646,3.061746,4.53592,6.0
422,M,1.4875,1.1625,0.4,28.689694,11.0846545,7.9662095,9.2135875,10.0
423,F,1.45,1.175,0.3875,30.504062,14.92601175,5.57067675,8.50485,11.0
424,M,1.4,1.1,0.4125,28.8314415,9.87980075,5.74077375,9.07184,13.0
425,I,1.175,0.9375,0.2625,14.78426425,6.10931725,3.345241,4.819415,8.0
426,F,1.4375,1.1125,0.35,29.6819265,13.65028425,5.99591925,6.7755305,9.0
427,F,1.375,1.0875,0.4,26.09571475,10.75863525,4.3374735,8.788345,14.0
428,I,1.225,0.975,0.3125,15.195332,6.3786375,3.01922175,4.15320175,10.0
429,F,1.6375,1.2375,0.475,36.570855,17.973583,8.85921875,8.97261675,10.0
430,M,0.8875,0.7,0.2125,9.02931575,3.798833,1.8427175,2.664853,7.0
431,F,1.6375,1.25,0.375,36.514156,16.96717575,8.29222875,10.3475675,10.0
432,I,1.1,0.8625,0.3,13.36678925,4.7343665,2.31048425,4.53592,11.0
433,I,0.9875,0.7375,0.2375,8.32057825,3.345241,1.7860185,2.551455,7.0
434,M,1.4,1.125,0.3625,23.6151335,10.035723,6.08096775,6.6621325,8.0
435,F,1.6625,1.25,0.4375,38.00250475,15.86154525,8.448151,11.90679,10.0
436,M,1.5625,1.225,0.3875,34.529691,18.1153305,6.4920355,8.50485,10.0
437,I,0.825,0.625,0.2,4.309124,1.74349425,0.86465975,1.530873,6.0
438,I,1.0625,0.7875,0.25,9.31281075,3.98310475,2.211261,2.83495,8.0
439,M,1.425,1.1,0.375,24.7491135,10.75863525,5.88252125,7.2291225,10.0
440,I,1.475,1.125,0.3625,30.03629525,14.8267885,6.1518415,7.37087,11.0
441,M,1.525,1.1625,0.35,26.52095725,11.43902325,5.14543425,8.9300925,13.0
442,I,1.1375,0.9,0.2625,13.08329425,6.4920355,2.50893075,3.288542,7.0
443,F,1.5,1.1875,0.4125,37.874932,15.03940975,8.12213175,9.63883,14.0
444,I,1.0375,0.7625,0.2875,11.8217415,5.8683465,2.11203775,2.83495,7.0
445,I,0.7375,0.5375,0.175,3.515338,1.74349425,0.72291225,1.0489315,6.0
446,M,1.15,0.9375,0.375,23.45921125,11.1980525,4.706017,6.3786375,11.0
447,F,1.5375,1.1375,0.425,30.63163475,9.8372765,8.00873375,9.07184,13.0
448,F,1.5,1.225,0.4,32.16250775,13.947954,7.15824875,8.3631025,9.0
449,F,1.3625,1.075,0.35,20.34076625,8.66077225,4.479221,5.386405,9.0
450,F,1.7,1.325,0.475,44.04094825,21.04950375,9.68135425,11.056305,14.0
451,I,0.475,0.325,0.1375,0.89300925,0.35436875,0.18427175,0.29766975,4.0
452,M,1.35,1.05,0.35,19.8163005,9.8372765,3.69960975,6.0384435,9.0
453,I,0.8875,0.7125,0.2375,6.98815175,2.59397925,1.43164975,2.1262125,7.0
454,I,0.5625,0.4125,0.1125,1.20485375,0.46776675,0.226796,0.38271825,4.0
455,F,1.45,1.1125,0.4,30.674159,10.9712565,6.13766675,10.0640725,15.0
456,F,1.6,1.3375,0.4875,45.88366575,19.447757,10.75863525,14.968536,10.0
457,F,1.525,1.175,0.45,30.107169,12.5588285,6.13766675,9.63883,10.0
458,M,1.4125,1.1375,0.425,31.581343,11.12717875,7.15824875,9.07184,23.0
459,M,1.375,1.1,0.325,21.0069795,9.468733,5.25883225,5.953395,9.0
460,I,1.0125,0.7875,0.2625,10.886208,4.77689075,1.927766,3.118445,7.0
461,F,1.2625,0.9625,0.325,15.83319575,7.29999625,3.33106625,4.819415,9.0
462,I,1.025,0.775,0.225,8.40562675,4.57844425,1.5025235,2.324659,6.0
463,I,0.925,0.6875,0.225,6.123492,2.83495,1.190679,1.7860185,7.0
464,I,0.8375,0.6,0.225,4.819415,1.757669,1.1056305,1.5592225,6.0
465,M,1.425,1.0625,0.3625,21.72989175,8.3064035,3.95475525,7.654365,17.0
466,I,1.1375,0.925,0.2625,14.16057525,7.49844275,3.061746,4.43669675,8.0
467,M,1.7375,1.375,0.5375,43.70075425,15.1669825,10.41844125,10.035723,13.0
468,I,1.1,0.85,0.25,11.18387775,4.74854125,2.438057,3.2601925,8.0
469,M,1.55,1.2125,0.375,34.74231225,15.15280775,8.561549,9.2135875,10.0
470,I,1.125,0.875,0.2625,11.49572225,4.6776675,2.45223175,4.1106775,9.0
471,M,1.6125,1.275,0.4625,40.24211525,13.79203175,9.79475225,10.20582,16.0
472,M,1.6125,1.325,0.5,39.87357175,13.834556,8.391452,13.60776,22.0
473,M,1.5375,1.1875,0.4125,30.43318825,13.891255,6.22271525,7.654365,8.0
474,M,1.375,1.1125,0.35,23.43086175,10.19164525,4.5075705,8.0796075,9.0
475,I,1.2625,0.95,0.3,16.0741665,7.04485075,3.69960975,4.706017,12.0
476,F,1.3,1.0,0.4,20.19901875,10.21999475,4.97533725,4.9611625,9.0
477,I,0.7125,0.5125,0.1875,3.30271675,1.2757275,0.77961125,0.9922325,8.0
478,M,1.2625,0.95,0.3625,18.71067,8.63242275,3.55786225,5.386405,9.0
479,I,0.525,0.375,0.1125,0.89300925,0.35436875,0.18427175,0.29766975,4.0
480,I,1.2125,0.9125,0.3125,13.53688625,5.6415505,2.4664065,4.06815325,8.0
481,M,1.55,1.25,0.3875,37.137845,16.79707875,8.4765005,11.4815475,15.0
482,M,1.2,0.8875,0.3,14.75591475,5.5281525,3.742134,4.252425,8.0
483,F,1.25,0.975,0.375,18.01610725,6.67630725,4.63514325,7.2291225,12.0
484,F,1.4375,1.125,0.3125,26.12406425,9.979024,5.37223025,8.278054,9.0
485,F,1.05,0.7875,0.2625,10.999606,4.43669675,1.417475,2.6932025,6.0
486,F,1.4,1.1125,0.3875,29.1716355,12.7856245,6.76135575,7.7961125,13.0
487,M,1.675,1.3125,0.45,47.18774275,21.36134825,10.0073735,13.7495075,11.0
488,M,0.4375,0.3125,0.125,0.907184,0.35436875,0.226796,0.283495,5.0
489,M,1.525,1.1875,0.3875,27.499015,9.695529,4.63514325,9.922325,12.0
490,F,1.4375,1.125,0.4,27.499015,13.93377925,5.2446575,6.520385,9.0
491,F,1.3,1.0625,0.4,26.2232875,8.6465975,7.27164675,9.4970825,14.0
492,I,1.3875,1.0875,0.3,20.638436,10.6310625,5.216308,5.2446575,9.0
493,M,1.3125,1.0125,0.3125,22.6796,9.865626,4.479221,4.819415,12.0
494,I,1.25,1.0125,0.325,18.27125275,8.0796075,3.7704835,5.953395,8.0
495,M,1.3125,0.9625,0.3375,19.050864,9.25611175,4.025629,4.9611625,8.0
496,I,1.3,1.0,0.3125,19.06503875,9.05766525,4.60679375,5.2446575,9.0
497,F,1.5625,1.2125,0.4,32.02076025,16.3009625,7.427569,8.6465975,9.0
498,I,1.375,1.125,0.3625,27.62658775,13.25339125,6.2652395,7.5126175,10.0
499,F,1.4125,1.125,0.3625,24.153774,11.94931425,4.89028875,7.01650125,13.0
500,I,1.1,0.8125,0.2625,10.21999475,4.46504625,2.26796,3.40194,8.0
501,I,0.9125,0.725,0.225,6.7188315,3.061746,1.11980525,2.324659,8.0
502,F,1.4,1.175,0.4,27.9242575,11.1980525,5.6982495,9.355335,13.0
503,I,0.9625,0.7125,0.25,6.7188315,2.721552,1.11980525,2.4097075,7.0
504,I,1.375,1.125,0.3875,22.963095,9.14271375,4.649318,7.087375,13.0
505,I,1.0375,0.8,0.2875,10.3475675,4.57844425,2.08368825,3.118445,8.0
506,M,1.5125,1.2,0.4,29.72445075,13.13999325,7.07320025,7.087375,10.0
507,M,0.4,0.3,0.0875,0.43941725,0.21262125,0.12757275,0.1417475,4.0
508,I,1.3875,1.1,0.3125,23.530085,10.149121,4.57844425,7.37087,13.0
509,M,1.425,1.1125,0.4625,29.5118295,12.74310025,6.7755305,8.0796075,13.0
510,F,1.65,1.2625,0.4375,36.4291075,13.70698325,7.55514175,10.39009175,11.0
511,M,1.6,1.25,0.5,45.529297,14.10387625,9.99319875,14.17475,18.0
512,F,1.5,1.2,0.4125,28.64716975,11.94931425,5.99591925,8.9300925,13.0
513,F,1.625,1.3125,0.45,32.95629375,14.16057525,8.43397625,9.979024,14.0
514,M,1.5625,1.25,0.4375,33.622507,12.82814875,4.89028875,10.489315,16.0
515,F,1.2875,0.95,0.3375,16.40018575,7.04485075,4.09650275,4.9611625,9.0
516,F,1.5875,1.2625,0.4,35.777069,17.70426275,8.901743,9.7805775,11.0
517,F,1.4125,1.1375,0.375,25.3728025,11.07047975,6.36446275,7.087375,14.0
518,F,1.5375,1.1875,0.4,34.37376875,13.891255,7.144074,9.7805775,16.0
519,M,1.475,1.0875,0.4,21.87163925,8.3064035,3.92640575,7.654365,9.0
520,M,1.7125,1.4125,0.5,50.81647875,23.71435675,10.8578585,12.3320325,11.0
521,I,1.0875,0.8375,0.2625,10.262519,4.46504625,2.25378525,2.9766975,7.0
522,F,1.6375,1.3625,0.5,45.20327775,16.40018575,9.015141,13.324265,11.0
523,M,1.0375,0.7625,0.2625,10.02154825,3.92640575,1.6159215,2.83495,8.0
524,I,1.35,1.0375,0.3375,19.901349,8.71747125,3.98310475,5.386405,10.0
525,M,1.425,1.075,0.3625,23.9553275,8.97261675,4.35164825,7.93786,11.0
526,I,0.9875,0.7375,0.2375,9.19941275,4.63514325,1.4458245,2.6932025,7.0
527,I,0.8875,0.6875,0.225,7.030676,3.55786225,1.63009625,1.9561155,6.0
528,F,1.525,1.2,0.35,33.40988575,11.75086775,6.747181,11.90679,11.0
529,M,1.5,1.2,0.4125,33.0271675,14.10387625,7.52679225,8.9300925,13.0
530,M,1.575,1.2875,0.4125,36.27318525,16.839603,8.9867915,10.0640725,11.0
531,I,0.725,0.525,0.1625,2.8632995,1.17650425,0.623689,0.9922325,5.0
532,M,1.375,1.1,0.3375,24.62154075,9.85145125,5.613201,6.80388,9.0
533,F,1.6,1.275,0.475,38.00250475,16.839603,7.7394135,11.3398,19.0
534,I,0.6875,0.4875,0.2,2.8066005,1.0489315,0.52446575,0.850485,5.0
535,M,1.5375,1.175,0.375,32.16250775,13.947954,7.767763,8.6465975,10.0
536,M,1.775,1.3875,0.4875,44.99162275,19.1359125,10.13494625,12.8990225,14.0
537,I,1.3375,1.05,0.3625,19.97222275,8.77417025,4.819415,6.80388,10.0
538,M,1.45,1.15,0.475,31.2127995,13.210867,7.98038425,9.2135875,10.0
539,I,1.3375,1.075,0.4,20.87940675,9.1001895,4.5075705,6.0951425,9.0
540,F,1.4875,1.15,0.3875,29.756487,12.26115875,7.3992195,8.0796075,12.0
541,M,1.5625,1.25,0.425,36.4291075,16.6978555,6.5487345,10.489315,11.0
542,F,1.6375,1.275,0.4125,39.405805,20.1564945,9.7805775,9.7805775,11.0
543,M,1.65,1.3375,0.4625,45.74191825,22.0275615,9.11436425,13.4660125,10.0
544,I,1.1125,0.825,0.25,11.8217415,4.3374735,2.56562975,3.2601925,9.0
545,I,1.275,1.0125,0.3125,21.55979475,8.278054,5.2446575,5.386405,11.0
546,M,1.425,1.1,0.425,30.91512975,10.035723,6.350288,10.0640725,13.0
547,I,1.1625,0.8875,0.275,14.855138,7.8528115,3.175144,3.38776525,7.0
548,M,1.925,1.55,0.5125,72.234526,32.772022,14.5432935,13.04077,10.0
549,M,1.125,0.8625,0.2625,11.66581925,4.32329875,2.948348,4.2807745,9.0
550,M,1.5625,1.2375,0.475,37.35046625,11.4248485,9.808927,10.0640725,15.0
551,I,0.9625,0.75,0.1875,7.98038425,3.9405805,1.28990225,2.551455,7.0
552,I,0.95,0.7,0.2375,7.98038425,3.55786225,1.587572,2.551455,14.0
553,M,1.6,1.25,0.4125,38.88133925,14.18892475,8.12213175,11.056305,12.0
554,M,1.4625,1.125,0.375,27.88173325,12.71475075,5.79747275,7.087375,10.0
555,M,1.1875,0.875,0.2625,12.51630425,5.953395,2.494756,3.40194,8.0
556,I,0.6875,0.475,0.1875,3.96893,1.5025235,0.66621325,0.8788345,6.0
557,M,1.55,1.1875,0.3875,32.6869735,15.1669825,8.901743,7.087375,9.0
558,I,1.0875,0.8125,0.2875,10.2908685,4.57844425,2.08368825,3.40194,10.0
559,F,1.4375,1.125,0.35,23.79940525,11.169703,5.40057975,6.80388,9.0
560,F,1.5875,1.2625,0.4625,34.60056475,16.76872925,9.19941275,8.6465975,10.0
561,I,1.175,0.8875,0.3125,16.11669075,5.34388075,3.118445,4.6776675,10.0
562,I,1.5125,1.2125,0.35,28.4345485,13.93377925,5.48562825,8.788345,10.0
563,I,1.175,0.925,0.35,13.8062065,5.37223025,2.99087225,4.3941725,9.0
564,F,1.525,1.2625,0.4125,33.112216,15.705623,6.7755305,9.07184,10.0
565,F,1.3125,1.125,0.3875,26.32251075,10.90038275,5.23048275,8.0796075,10.0
566,F,1.5625,1.225,0.4125,33.29648775,14.84096325,5.57067675,10.489315,11.0
567,I,1.475,1.1625,0.3875,24.50814275,9.90815025,4.9044635,7.93786,11.0
568,I,1.1375,0.8875,0.3375,14.9968855,5.71242425,4.26659975,4.3941725,8.0
569,I,1.2,0.975,0.3125,15.365429,7.24329725,3.27436725,4.53592,8.0
570,F,1.6375,1.3125,0.4625,38.20095125,16.726205,9.9506745,10.20582,11.0
571,I,0.8875,0.675,0.225,6.98815175,3.1467945,1.14815475,1.984465,6.0
572,F,1.5375,1.2375,0.45,32.715323,13.891255,6.406987,10.77281,12.0
573,I,1.05,0.8,0.2625,9.752228,4.819415,2.11203775,2.83495,8.0
574,I,1.2,0.975,0.3125,16.45688475,6.6054335,3.27436725,4.139027,10.0
575,F,1.4625,1.1375,0.4125,28.16522825,13.25339125,6.76135575,7.7961125,12.0
576,F,1.4875,1.1625,0.3875,29.937072,12.34620725,6.350288,8.788345,12.0
577,M,1.625,1.275,0.4125,36.7693015,16.51358375,8.3631025,8.9867915,10.0
578,I,1.025,0.8375,0.225,9.185238,3.4302895,1.88524175,2.551455,6.0
579,F,1.3625,1.0875,0.35,20.41164,9.128539,4.819415,5.5281525,9.0
580,I,0.8125,0.625,0.175,4.86193925,1.85689225,0.72291225,1.13398,6.0
581,F,1.3625,1.0625,0.375,28.576296,10.16329575,5.8683465,8.3631025,20.0
582,M,1.4375,1.1,0.35,29.1149365,13.5794105,5.8683465,8.221355,9.0
583,F,0.9875,0.7375,0.25,8.63242275,4.32329875,1.8427175,2.4097075,7.0
584,M,1.1875,0.8875,0.3,13.8062065,5.499803,3.33106625,3.5436875,7.0
585,I,1.3125,1.0125,0.3125,18.75319425,9.99319875,3.8838815,5.8116475,8.0
586,F,1.25,0.95,0.3125,18.5689225,8.60407325,4.0539785,5.2446575,11.0
587,I,0.9875,0.75,0.225,8.901743,3.515338,1.88524175,2.05533875,6.0
588,M,1.3,1.05,0.3625,22.849697,8.334753,5.8683465,6.0951425,14.0
589,I,1.0125,0.7625,0.275,7.18659825,2.73572675,1.6726205,2.4097075,7.0
590,M,1.15,0.9,0.3125,13.93377925,6.47786075,3.0333965,4.252425,8.0
591,M,1.6125,1.25,0.475,37.03862175,17.39241825,9.82310175,10.0640725,12.0
592,F,1.55,1.25,0.3875,28.462898,12.06271225,6.690482,8.9300925,9.0
593,F,1.425,1.125,0.4,33.8776525,13.05494475,7.27164675,8.3631025,10.0
594,I,1.2625,0.95,0.3125,15.7339725,6.13766675,3.69960975,4.9611625,9.0
595,F,1.6125,1.25,0.4875,36.04638925,17.22232125,8.60407325,9.02931575,9.0
596,M,1.5625,1.2125,0.4,34.60056475,15.705623,7.10154975,9.02931575,13.0
597,M,1.5,1.2125,0.475,28.98736375,12.0485375,6.1518415,8.3631025,18.0
598,M,1.575,1.2125,0.4125,33.721158,17.61921425,6.87475375,8.9300925,10.0
599,I,1.45,1.15,0.4125,29.993771,14.13222575,7.314171,8.9300925,10.0
600,I,1.2875,1.0375,0.325,22.41027975,7.3992195,5.386405,6.80388,18.0
601,M,1.375,1.0875,0.3125,21.50309575,8.60407325,4.422522,5.8116475,15.0
602,I,1.45,1.125,0.425,23.586784,10.149121,4.32329875,6.80388,8.0
603,F,1.675,1.3125,0.4875,51.21337175,22.69377475,11.49572225,11.623295,14.0
604,I,1.125,0.8625,0.25,13.08329425,6.123492,2.45223175,3.5436875,7.0
605,M,1.7125,1.35,0.425,43.488133,19.0225145,6.9456275,10.886208,10.0
606,M,1.5625,1.2875,0.4125,33.35318675,13.19669225,6.98815175,10.035723,11.0
607,I,0.4625,0.3375,0.125,0.907184,0.3118445,0.226796,0.283495,4.0
608,I,0.95,0.6875,0.2375,7.144074,3.35941575,1.0489315,1.8994165,6.0
609,M,0.975,0.725,0.2625,6.98815175,2.67902775,1.6159215,2.1262125,9.0
610,M,1.15,0.9,0.325,15.4504775,6.6621325,3.231843,4.6776675,10.0
611,F,1.625,1.25,0.4375,36.85435,16.54193325,8.60407325,9.7805775,10.0
612,F,1.425,1.0625,0.375,27.17299575,8.7599955,5.59902625,7.7961125,13.0
613,I,0.8875,0.675,0.2125,5.556502,2.67902775,1.34660125,1.70097,6.0
614,M,1.525,1.225,0.4375,34.9549335,17.0380495,7.3992195,9.355335,9.0
615,M,1.525,1.2125,0.375,34.302895,14.38737125,8.391452,8.9300925,10.0
616,F,1.6125,1.225,0.4,33.0271675,15.46465225,8.731646,8.9300925,9.0
617,I,1.275,1.0,0.3125,19.3060095,9.8372765,3.27436725,5.1879585,9.0
618,M,1.6,1.2375,0.475,33.86347775,14.84096325,7.0023265,9.922325,9.0
619,I,0.675,0.5125,0.1375,3.30271675,1.54504775,0.80796075,0.850485,7.0
620,M,1.8,1.4375,0.5125,60.6962795,30.46153775,14.5432935,14.74174,11.0
621,M,1.6125,1.2625,0.475,39.3774555,19.09338825,8.0796075,10.19164525,11.0
622,F,0.9375,0.6875,0.2,6.87475375,2.438057,1.3891255,1.984465,9.0
623,I,0.5125,0.375,0.1,1.304077,0.80796075,0.340194,0.3685435,5.0
624,I,1.45,1.05,0.3875,27.73998575,12.587178,5.8116475,7.654365,15.0
625,F,1.5875,1.275,0.4375,36.457457,16.726205,7.75358825,11.623295,12.0
626,I,0.9875,0.7125,0.25,7.49844275,3.1467945,1.43164975,2.551455,7.0
